AWND,CDSD,CLDD,DP01,DP10,DP1X,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,DYFG,DYHF,DYTS,EMNT,EMSD,EMSN,EMXP,EMXT,EVAP,FZF0,FZF1,FZF2,FZF3,FZF4,FZF5,FZF6,FZF7,FZF8,FZF9,HDSD,HN01,HN02,HTDD,HX01,HX02,LN01,LN02,LX01,LX02,MN01,MN02,MX01,MX02,PRCP,SNOW,TAVG,TMAX,TMIN,WDF2,WDF5,WDFG,WDMV,WSF2,WSF5,WSFG,county,date,year
3.9,608.2333333,608.2333333,107.8888889,61.77777778,4.333333333,23.75,5.5,0,130,27,154,42,72.66666667,29,22,-17,165,146,42.64444444,39.06666667,,-0.166666667,-2.733333333,-5.333333333,-8.666666667,-9.8,-1.633333333,-2.933333333,-6.466666667,-8.333333333,-9.8,3014.3,,,3014.3,,,,,,,,,,,658.2777778,596.5,11.37,17.26,5.48,350,350,,,21,25,,Kane County,2012-01-01T00:00:00,2012
,674.3,674.3,103,60.33333333,7,,,0,109,19,170,35,25.5,,23,-15.6,,,92.2,38.3,,0,-2.8,-4.4,-7.2,-9.4,-0.6,-3.3,-5,-6.7,-9.4,2743.1,,,2743.1,,,,,,,,,,,773.4,,12.36,18.13,6.59,,,,,,,,Kankakee County,2012-01-01T00:00:00,2012
,,,98,61,3.666666667,,,,,,,,3,,,,,,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,645.2,,,,,,,,,,,,Kendall County,2012-01-01T00:00:00,2012
,612.1,612.1,90.16666667,61.33333333,5.166666667,21,6,0.5,126,28.75,171,38,12.25,,18.75,-17.5,102,81,61.11666667,38.75,,-1,-2.625,-4.85,-7.25,-9.6,-1.125,-2.475,-9.725,-11.95,-11.95,2913.2,,,2913.2,,,,,,,,,,,736.8166667,311,11.73,17.9625,5.5025,,,,,,,,Knox County,2012-01-01T00:00:00,2012
3.4,539.3666667,539.3666667,110.875,60,4.625,,,0.666666667,127,27.66666667,138.6666667,29,91.33333333,32,27.33333333,-18.3,,,63.4875,38.86666667,,-0.2,-2.366666667,-4.933333333,-6.833333333,-10.36666667,-0.733333333,-3.1,-9.8,-9.8,-9.8,3169.95,,,3169.95,,,,,,,,,,,707.175,,10.73,16.16,5.3,200,180,,,17.9,23.3,,Lake County,2012-01-01T00:00:00,2012
,675.92,675.92,97.18181818,58.72727273,4.727272727,11,6,0.2,117.6,18.8,171.4,47.8,18,,13,-17.1,127,127,63.45454545,39.78,,-1.14,-2.42,-5.32,-8.46,-10.34,-0.56,-2.76,-5.2,-7.56,-9.68,2769.1,,,2769.1,,,,,,,,,,,672.8272727,318,12.294,18.528,6.058,,,,,,,,La Salle County,2012-01-01T00:00:00,2012
3.6,931.35,931.35,102.6666667,63.33333333,9,,,0.5,87,10,197,70.5,81.33333333,26,24.75,-14.95,,,63.93333333,42.2,,-0.3,-2.7,-5.5,-7.45,-14.95,-0.55,-4.95,-4.95,-6.9,-9.35,2061.866667,,,2061.866667,,,,,,,,,,,908.1666667,,14.755,21.035,8.48,230,230,,,19.7,25.9,,Lawrence County,2012-01-01T00:00:00,2012
,508.8,508.8,97.16666667,56,4.666666667,19,6.5,1,144,38,153,27,26,,22,-18.3,152.5,142,47.06666667,36.7,,-1.1,-3.3,-4.4,-6.7,-12.2,0,-3.3,-5,-8.3,-9.4,3194.5,,,3194.5,,,,,,,,,,,641.95,563.5,10.59,16.67,4.52,,,,,,,,Lee County,2012-01-01T00:00:00,2012
,685.275,685.275,91.4,63.4,5.6,11,5.333333333,0.5,120,16.5,172,51.5,12.33333333,,5,-17.5,118.6666667,114.3333333,62.52,39.475,,-0.15,-2.2,-6,-9.175,-9.575,-0.825,-2.9,-5.275,-7.225,-9.3,2756.366667,,,2756.366667,,,,,,,,,,,751.48,266.3333333,12.4475,18.6725,6.2275,,,,,,,,Livingston County,2012-01-01T00:00:00,2012
,626.2,626.2,95,54,4.875,11,5,1,120,16,186,48,14,,16.33333333,-17.8,76,83,55.975,38.9,,0,-2.2,-6.1,-6.7,-8.9,-3.3,-3.3,-5.6,-9.4,-9.4,2581.9,,,2581.9,,,,,,,,,,,639.1125,280,12.58,19.28,5.87,,,,,,,,Logan County,2012-01-01T00:00:00,2012
,751,751,105.5,51.5,4.5,,4,0,116,19,188,51,,,,-13.3,,76,52.45,39.4,,-2.2,-2.2,-4.4,-9.4,-9.4,-2.8,-2.8,-12.2,-12.2,-12.2,2621.8,,,2621.8,,,,,,,,,,,626.9,247,12.88,19.15,6.62,,,,,,,,McDonough County,2012-01-01T00:00:00,2012
,558.3,558.3,101.6666667,58.5,3.333333333,28,6,1,137,28.33333333,148,39,17.6,,14.33333333,-18.86666667,152,139.5,56.58333333,39.03333333,,-0.933333333,-2.4,-5.933333333,-7.8,-11.46666667,-1.1,-2.2,-7.966666667,-7.966666667,-9.833333333,3156.9,,,3156.9,,,,,,,,,,,654.1833333,450.5,10.85,16.78333333,4.92,,,,,,,,McHenry County,2012-01-01T00:00:00,2012
,677.5,677.5,94,57.42857143,6.714285714,7,3,0.333333333,121,20,177.6666667,50.33333333,23,,17.33333333,-17.03333333,50.5,57,69.12857143,40.4,,0,-2.2,-5,-8.7,-9.433333333,-0.4,-2.766666667,-7.566666667,-8.5,-9.066666667,2701.4,,,2701.4,,,,,,,,,,,750.9285714,131.5,12.50666667,18.91333333,6.1,,,,,,,,McLean County,2012-01-01T00:00:00,2012
4.1,769.05,769.05,105,60.66666667,3,,,0,100.5,14.5,180,50.5,58,18,35,-13.25,,,58.16666667,39.45,,-0.3,-3,-5.2,-7.15,-9.95,-2.15,-2.45,-7.45,-7.7,-10.25,2393.2,,,2393.2,,,,,,,,,,,661.4666667,,13.465,19.355,7.58,210,270,,,19.2,25.9,,Macon County,2012-01-01T00:00:00,2012
,782.3,782.3,86.6,54.6,8.4,6,3,0,104,16,187,59,8,,27,-15.6,51,51,67.82,40,,-1.1,-3.3,-5,-7.2,-9.4,-1.1,-2.2,-4.4,-6.7,-8.9,2462.9,,,2462.9,,,,,,,,,,,837.15,101,13.45,19.67,7.23,,,,,,,,Macoupin County,2012-01-01T00:00:00,2012
,,,90.66666667,57,9.666666667,,,,,,,,5,,32,,,,63.16666667,,,,,,,,,,,,,,,,,,,,,,,,,,,830.0666667,,,,,,,,,,,,Madison County,2012-01-01T00:00:00,2012
,872.3,872.3,89.66666667,65.33333333,12.33333333,,,0,94.5,10.5,182.5,60.5,4,,27,-13.05,,,89.93333333,41.15,,0,-2.5,-5,-6.95,-10.55,-1.4,-2.2,-5.3,-7.75,-9.15,2232.1,30.6,,2232.1,46.1,,0,,0.6,,13.3,,21.2,,1018.6,,14.26,20.35,8.17,,,,,,,,Marion County,2012-01-01T00:00:00,2012
,,,78.33333333,58.66666667,7.666666667,16,5,,,,,,20.5,,20.5,,76,76,63.5,,,,,,,,,,,,,,,,,,,,,,,,,,,751.9333333,279,,,,,,,,,,,Marshall County,2012-01-01T00:00:00,2012
,,,65,48,6,,,,,,,,1.5,,6,,,,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,647.4,,,,,,,,,,,,Mason County,2012-01-01T00:00:00,2012
,,,,,,,,,,,,,11,,1,,,,,,,,,,,,,,,,,1836.2,,,1836.2,,,,,,,,,,,,,,,,,,,,,,,Massac County,2012-01-01T00:00:00,2012
,,,98,53,4.5,,,,,,,,5,,,,,,90.15,,,,,,,,,,,,,,,,,,,,,,,,,,,700.05,,,,,,,,,,,,Menard County,2012-01-01T00:00:00,2012
,593.85,593.85,86,53,9,,,0,116.5,29.5,168,36.5,1,,,-16.1,,,64.8,39.15,,-0.85,-2.5,-6.4,-8.05,-9.15,-1.1,-6.35,-10.55,-10.55,-10.55,2803.6,,,2803.6,,,,,,,,,,,788.75,,11.86,17.74,5.98,,,,,,,,Mercer County,2012-01-01T00:00:00,2012
,,,89,57,7,,,,,,,,,,1,,,,144.5,,,,,,,,,,,,,,,,,,,,,,,,,,,982.4,,,,,,,,,,,,Montgomery County,2012-01-01T00:00:00,2012
,803.85,803.85,90.5,57.5,8.5,7,2,0,108.5,16,192.5,61,12.5,,17.5,-15.25,76,63,116.05,40.3,,0,-2.5,-4.7,-6.95,-10.3,-0.3,-2.2,-6.65,-6.95,-10.3,2381.2,,,2381.2,,,,,,,,,,,836.5,195,13.705,20.25,7.155,,,,,,,,Morgan County,2012-01-01T00:00:00,2012
,,,94,57,3,,,,,,,,3.5,,4,,,,54.6,,,,,,,,,,,,,,,,,,,,,,,,,,,692.95,,,,,,,,,,,,Moultrie County,2012-01-01T00:00:00,2012
,556.4,556.4,98.66666667,61,2.666666667,,,2.5,141,27.5,166,36.5,42,,8.666666667,-18.6,,,56.3,38.05,,-0.85,-2.5,-4.4,-7.5,-12.2,-0.55,-2.5,-7.8,-7.8,-9.75,3073.7,,,3073.7,,,,,,,,,,,625.6666667,,11.14,17.435,4.85,,,,,,,,Ogle County,2012-01-01T00:00:00,2012
3.3,746.6,746.6,92.8,60,6.6,20,6,0,104,19,176,50,25.25,19,15.75,-15,102,127,62.48,40,,-1.1,-2.2,-5,-7.8,-8.9,0,-8.9,-8.9,-8.9,-8.9,2587.5,,,2587.5,,,,,,,,,,,763.2,358,12.97,18.75,7.2,240,220,,,17.4,24.6,,Peoria County,2012-01-01T00:00:00,2012
,925.8,925.8,86,58,6,,,0,96,4,203,76,8,,26,-13.85,,,92.5,41.65,,-0.3,-3.6,-4.7,-7.25,-13.85,-0.6,-2.5,-5.3,-8.3,-10.55,2088.5,,,2088.5,,,,,,,,,,,859,,14.96,21.755,8.17,,,,,,,,Perry County,2012-01-01T00:00:00,2012
,,,102,62,6,,,,,,,,28,,30,,,,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,754.5,,,,,,,,,,,,Piatt County,2012-01-01T00:00:00,2012
,,,79,51,5,,,0,101,,,,2,,,-16.7,,,83.3,,,-0.6,-2.8,-5,-6.7,-8.9,-0.6,-5.6,-5.6,-8.9,-8.9,2358.3,,,2358.3,,,,,,,,,,,653.4,,,,7.13,,,,,,,,Pike County,2012-01-01T00:00:00,2012
,955.7,955.7,90,56,11,,,0,72.5,5,201.5,70.5,27,,9,-10.25,,,88.6,41.4,,-1.15,-2.5,-4.4,-6.95,-12.2,-0.85,-2.8,-5.8,-7.75,-10.6,1872,,,1872,,,,,,,,,,,823.35,,15.525,21.775,9.275,,,,,,,,Pope County,2012-01-01T00:00:00,2012
,,,,,,,,,,,,,26,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pulaski County,2012-01-01T00:00:00,2012
,703,703,97,64,5,13,4,0,102,15,183,44,7,,27,-16.1,76,46,66.3,39.4,,-0.6,-2.2,-5.6,-6.7,-10,-2.2,-2.2,-5,-7.2,-8.9,,,,,,,,,,,,,,,716.1,253,12.97,19.05,6.88,,,,,,,,Putnam County,2012-01-01T00:00:00,2012
,989.4,989.4,91,55.5,6,,,0,95,5,203,85,11.33333333,,17.33333333,-10,,,47.75,42.8,,-2.2,-2.2,-4.4,-7.2,-10,0,-2.2,-4.4,-9.4,-9.4,2057.85,,,2057.85,,,,,,,,,,,693.25,,15.23,22.12,8.34,,,,,,,,Randolph County,2012-01-01T00:00:00,2012
,850.5,850.5,111,69,7,8,5,0,94,8,200,67,1,,20,-12.8,152,104,71.9,40.6,,0,-2.2,-4.4,-6.7,-12.8,-1.1,-2.2,-5,-7.8,-8.9,2144.5,,,2144.5,,,,,,,,,,,890.2,315,14.3,21,7.6,,,,,,,,Richland County,2012-01-01T00:00:00,2012
3.5,687.3,687.3,94.4,59,5.4,,5,0.25,111.5,23.75,172.25,41,82,16,35,-16.65,,124,59.32,39.15,,-0.575,-2.9,-4.55,-7.5,-9.6,-0.15,-4.875,-10.275,-10.275,-10.275,2818.666667,,,2818.666667,,,,,,,,,,,739.86,528,12.2125,17.9475,6.4775,310,310,,,24.6,34.9,,Rock Island County,2012-01-01T00:00:00,2012
2.8,1011.35,1011.35,99.25,64,10,3.5,2,0,83.5,3.5,211,80.5,75.66666667,12,29,-13.25,63.5,137,63.375,41.4,,-0.55,-3.3,-5.2,-6.9,-11.3,-1.1,-2.45,-5.5,-7.7,-11.35,1898.85,,,1898.85,,,,,,,,,,,916.7875,226,15.53,22.165,8.895,320,290,,,20.1,24.6,,St. Clair County,2012-01-01T00:00:00,2012
3.8,813.2,813.2,92.14285714,56.14285714,4.571428571,9.5,4.5,0,101.5,14,190.5,56.5,22.4,15,29,-14.15,89,85,65.42857143,39.7,,-0.3,-3.6,-5,-7.25,-11.1,-0.85,-5,-9.2,-9.2,-10.6,2376.1,,,2376.1,,,,,,,,,,,659.7142857,289.5,13.78,20.05,7.505,190,250,,,17.9,25,,Sangamon County,2012-01-01T00:00:00,2012
,699.9,699.9,94,52.33333333,4,8.5,3.5,0,116,20,180,48,8,,25,-13.9,63.5,48,95.93333333,40,,-0.6,-2.2,-5,-7.2,-9.4,-1.7,-8.3,-8.3,-8.3,-11.1,2682.2,,,2682.2,,,,,,,,,,,662.9333333,203.5,12.61,18.68,6.55,,,,,,,,Schuyler County,2012-01-01T00:00:00,2012
,743.75,743.75,95.5,59.5,6.5,,,0,109,16,187.5,55.5,18,,15,-15.3,,,92.5,40,,-0.3,-3.3,-5.55,-7.5,-10,-0.55,-6.7,-6.7,-9.2,-10.6,2460.25,,,2460.25,,,,,,,,,,,832.25,,13.33,19.835,6.835,,,,,,,,Scott County,2012-01-01T00:00:00,2012
,789.5,789.5,93.2,63.2,9.4,,,0,103.5,14,184.25,58.25,5.333333333,,5,-13.05,,,61.24,40.125,,-0.575,-2.925,-4.7,-7.1,-9.725,-1.55,-3.475,-7.225,-7.225,-9.15,2353.6,,,2353.6,,,,,,,,,,,894.1,,13.6375,19.8525,7.42,,,,,,,,Shelby County,2012-01-01T00:00:00,2012
,584.5,584.5,87.25,58.5,5.25,16,5,1,129,31,169,36,24.33333333,,18,-18.9,76,76,58.35,37.8,,0,-3.9,-5,-9.4,-9.4,-1.1,-3.3,-10.6,-10.6,-10.6,2986.2,,,2986.2,,,,,,,,,,,735.55,279,11.4,17.79,5.01,,,,,,,,Stark County,2012-01-01T00:00:00,2012
,575.1,575.1,97,54,2,,,2,137,27,161,39,2,,3,-19.4,,,55.1,39.4,,-0.6,-2.2,-4.4,-11.7,-11.7,0,-2.2,-6.7,-6.7,-11.7,3201.9,,,3201.9,,,,,,,,,,,607.4,,10.94,17.19,4.69,,,,,,,,Stephenson County,2012-01-01T00:00:00,2012
,,,95.25,55.5,7.75,15,3,,,,,,36,,31,,102,86,46.55,,,,,,,,,,,,,,,,,,,,,,,,,,,723.4,310,,,,,,,,,,,Tazewell County,2012-01-01T00:00:00,2012
,,,89,56,11,,,,,,,,2,,2,,,,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,823.7,,,,,,,,,,,,Union County,2012-01-01T00:00:00,2012
,696.8333333,696.8333333,108.2,65.4,7.6,,,0.333333333,112,18.66666667,182.6666667,47,6.333333333,,11.75,-16.1,,,61.12,39.23333333,,-0.4,-2.4,-4.6,-7.8,-10,-1.1,-2.766666667,-4.8,-7.2,-11.1,2546.1,,,2546.1,,,,,,,,,,,853.1,,12.89666667,19.01666667,6.78,,,,,,,,Vermilion County,2012-01-01T00:00:00,2012
,632.6,632.6,77,59,7,,,1,122,20,178,39,19,,11,-18.3,,,65.5,38.9,,-1.1,-3.3,-4.4,-8.9,-8.9,-0.6,-2.2,-13.3,-13.3,-13.3,,,,,,,,,,,,,,,841.9,,12.23,18.96,5.5,,,,,,,,Warren County,2012-01-01T00:00:00,2012
,946.4,946.4,84,55,11,9,3,0,85,11,190,66,,,,-14.4,178,152,71.1,42.2,,0,-2.8,-4.4,-6.7,-14.4,-1.1,-2.8,-4.4,-6.7,-8.9,2115.2,,,2115.2,,,,,,,,,,,911.3,279,14.79,20.7,8.88,,,,,,,,Washington County,2012-01-01T00:00:00,2012
,954.9,954.9,98,63,10,,,0,89,3,198,76,4.5,,10,-16.7,,,53.1,42.2,,0,-3.3,-4.4,-6.7,-8.9,-1.1,-3.3,-4.4,-6.7,-8.9,2080.4,,,2080.4,,,,,,,,,,,806.4,,14.93,21.43,8.43,,,,,,,,Wayne County,2012-01-01T00:00:00,2012
,,,,,,,,,,,,,4,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White County,2012-01-01T00:00:00,2012
,601.3666667,601.3666667,88.5,55.66666667,6.333333333,35,8,2,129.3333333,28.33333333,166,36,4.5,,15.5,-17.6,152,120.5,50.71666667,38.5,,-0.933333333,-2.933333333,-4.4,-7.966666667,-9.233333333,-0.6,-2.8,-6.666666667,-7.4,-10,2991.133333,,,2991.133333,,,,,,,,,,,677.8666667,580,11.39666667,17.41,5.376666667,,,,,,,,Whiteside County,2012-01-01T00:00:00,2012
,667.6,667.6,107.5,66.4,4.7,15,4,0,108,18.5,159,39.5,11.25,,12.8,-15.85,178,168,60.26,38.6,,-0.85,-2.2,-5,-8.35,-9.45,-0.3,-3.3,-6.15,-6.95,-9.7,2763.05,,,2763.05,,,,,,,,,,,762.52,494,12.18,17.64,6.715,,,,,,,,Will County,2012-01-01T00:00:00,2012
,958.6,958.6,,,,,,0,87,5,202,78,,,,-13.3,,,,42.2,,-0.6,-2.2,-5,-6.7,-10.6,-1.7,-3.3,-6.7,-6.7,-10.6,1903.8,,,1903.8,,,,,,,,,,,,,15.31,21.97,8.64,,,,,,,,Williamson County,2012-01-01T00:00:00,2012
3.8,663.5,663.5,101.2,59.2,2,28,7,2,121,26,162,49,31.66666667,19,24.66666667,-17.8,178,142.5,55.38,40.6,,-0.6,-2.2,-4.4,-6.7,-11.7,0,-2.8,-8.3,-8.3,-10.6,3002.9,,,3002.9,,,,,,,,,,,597.3666667,719.5,11.71,17.69,5.73,260,340,,,20.6,28.6,,Winnebago County,2012-01-01T00:00:00,2012
,685.4,685.4,91.25,54.5,5.25,,,1,121,18,177,51,15,,14.33333333,-18.85,,,63.375,40.55,,-1.65,-3.05,-5.3,-6.95,-10.6,-0.85,-2.75,-4.7,-7.5,-10,2790.6,,,2790.6,,,,,,,,,,,683.125,,12.335,18.95,5.72,,,,,,,,Woodford County,2012-01-01T00:00:00,2012
4,675.4,675.4,93,59,11.5,,,1,127,42,161,29,139,19,45,-18.2,,,76.05,37.8,,-3.2,-3.2,-4.9,-7.1,-10.5,-2.7,-2.7,-5.5,-6.7,-10,3165.9,,,3165.9,,,,,,,,,,,919.9,,11.06,16.49,5.62,320,260,,,20.6,34.4,,Adams County,2013-01-01T00:00:00,2013
,816.7,816.7,,,,,,0,96,15,176,32,2,,1,-12.8,,,,36.1,,-1.1,-3.9,-6.1,-8.9,-8.9,-1.7,-2.2,-5.6,-12.2,-12.2,2333.85,,,2333.85,,,,,,,,,,,,,13.76,18.74,8.78,,,,,,,,Alexander County,2013-01-01T00:00:00,2013
,,,109,70,14,,,,,,,,,,,,,,101.6,,,,,,,,,,,,,,,,,,,,,,,,,,,1255.7,,,,,,,,,,,,Bond County,2013-01-01T00:00:00,2013
,,,134,76.5,9.5,75.5,13.5,,,,,,,,,,355.5,222,104.65,,,,,,,,,,,,,,,,,,,,,,,,,,,1099.8,1236.5,,,,,,,,,,,Boone County,2013-01-01T00:00:00,2013
,,,103,71,17,,,,,,,,,,,,,,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1231.8,,,,,,,,,,,,Brown County,2013-01-01T00:00:00,2013
,455.4,455.4,99.33333333,67.33333333,8.666666667,40,14.5,11.5,149,59,148,15.5,12,,10.5,-22.8,203,152,112.2666667,35.55,,-3.05,-3.05,-5.8,-7.75,-10.85,-1.4,-4.15,-5.55,-8.35,-9.15,3610.9,,,3610.9,,,,,,,,,,,969.0333333,934,8.85,14.49,3.22,,,,,,,,Bureau County,2013-01-01T00:00:00,2013
,407.8,407.8,117.5,72,6.5,82,14,14,166,53,153,23,9,,24,-28.9,254,178,103.65,36.7,,-1.1,-2.2,-6.7,-6.7,-10.6,-2.2,-2.2,-7.8,-7.8,-12.2,3806.9,,,3806.9,,,,,,,,,,,944.95,1022.5,8.23,14.9,1.56,,,,,,,,Carroll County,2013-01-01T00:00:00,2013
,,,98,68.5,11.5,21,6.5,,,,,,4.5,,14.5,,241,200.5,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.1,734,,,,,,,,,,,Cass County,2013-01-01T00:00:00,2013
4.15,540.84,540.84,114.5454545,61.81818182,9,26,7,2,140.6,42.4,158.6,15.4,115.6,31,18.83333333,-19.14,292,283.3333333,70.05454545,35.76,548.2,-2.04,-3.12,-5.24,-7.84,-10.28,-0.32,-3.72,-6.92,-8.62,-10.06,3190,24.4,25.6,3190,33.9,31.7,-6.1,-2.8,-3.9,-1.7,7.9,10,12.7,12.8,932.5583333,907.3333333,10.482,16.028,4.936,270,,270,,20.6,,26.8,Champaign County,2013-01-01T00:00:00,2013
,616.3,616.3,107.8,66.8,12,,,0,144,32,162,25,12.6,,16.8,-16.1,,,75.64,37.2,,-2.2,-2.2,-6.1,-8.9,-8.9,-0.6,-2.8,-6.1,-6.7,-10.6,3017.3,,,3017.3,,,,,,,,,,,1042.94,,11.14,17.15,5.13,,,,,,,,Christian County,2013-01-01T00:00:00,2013
,,,116,70,14,,,,,,,,5,,10,,,,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.6,,,,,,,,,,,,Clark County,2013-01-01T00:00:00,2013
,695.1,695.1,98,73,20,,,0,130,21,169,31,4,,5,-16.7,,,98.15,37.2,,-0.6,-2.8,-7.8,-7.8,-10,-0.6,-2.8,-5,-6.7,-13.3,2827.3,,,2827.3,,,,,,,,,,,1433.5,,12.02,17.77,6.27,,,,,,,,Clay County,2013-01-01T00:00:00,2013
,679.6,679.6,107.3333333,73.33333333,14.33333333,,,0,123,31,164,27,,,,-16.1,,,76.8,36.1,,-2.8,-2.8,-5,-7.8,-10,-0.6,-2.8,-6.7,-6.7,-8.9,2861.5,,,2861.5,,,,,,,,,,,1200.966667,,11.97,17.17,6.77,,,,,,,,Clinton County,2013-01-01T00:00:00,2013
3.7,,,108.5,66,13.5,27,6,0,131,,,,188,28,13.66666667,-17.7,203,203,71.25,,,0,-3.2,-6.6,-7.1,-12.1,-1,-4.3,-5.5,-7.1,-11.6,2835.8,,,2835.8,,,,,,,,,,,1122.45,548,,,5.98,290,,,,17.9,,,Coles County,2013-01-01T00:00:00,2013
4,483.6625,483.6625,135.4782609,72.69565217,7.913043478,43.2,10.2,6.375,138.375,53.375,133.875,13.875,61.66666667,10.33333333,27.25,-20.0875,256.6,214.4,94.33043478,35.2875,,-1.45,-2.875,-5.6875,-8.075,-10.7,-0.8125,-3.9875,-6.15,-7.475,-9.9125,3491.9875,23.9,25.6,3491.9875,34.4,31.7,-6.7,-1.1,-3.3,0,8.8,11.2,13.3,12.3,1033.503704,918,9.3675,14.135,4.60375,250,223.3333333,,,18.76666667,25.93333333,,Cook County,2013-01-01T00:00:00,2013
,657.5666667,657.5666667,123.3333333,75.33333333,16.66666667,,,1.666666667,125.3333333,31,168.3333333,21,16.75,,15.75,-19.43333333,,,76.36666667,35.93333333,,-1.333333333,-2.966666667,-5.333333333,-7.766666667,-10,-0.933333333,-4.066666667,-5.366666667,-7.4,-9.8,2839.3,,,2839.3,,,,,,,,,,,1368.866667,,11.93666667,17.39333333,6.483333333,,,,,,,,Crawford County,2013-01-01T00:00:00,2013
,,,111,69,13.5,,,,,,,,5,,5.5,,,,77.75,,,,,,,,,,,,,,,,,,,,,,,,,,,1124.75,,,,,,,,,,,,Cumberland County,2013-01-01T00:00:00,2013
,364.05,364.05,131.8,75.6,7,,,10,154,71.5,134,7,26.5,,11.66666667,-23.4,,,101.12,33.7,,-1.35,-3.2,-4.5,-8.45,-12.35,-1.15,-2.8,-5.7,-7.7,-11.95,3884.9,,,3884.9,,,,,,,,,,,1013.52,,8.015,13.325,2.695,,,,,,,,DeKalb County,2013-01-01T00:00:00,2013
,,,,,,,,,,,,,1,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Witt County,2013-01-01T00:00:00,2013
,557.2,557.2,105,66,8,,7,1,141,44,159,13,15,,25,-17.8,,330,77.5,36.1,,-1.1,-3.3,-6.7,-6.7,-11.7,0,-2.8,-5,-7.8,-9.4,3205.9,,,3205.9,,,,,,,,,,,1005.65,823,10.58,15.95,5.22,,,,,,,,Douglas County,2013-01-01T00:00:00,2013
4.05,451.05,451.05,139.7857143,77.78571429,8.857142857,42,10.66666667,7.5,144.5,54.5,140,11.5,84.4,15,27.5,-22.1,262.3333333,223.6666667,127.6,34.75,,-1.6,-3.8,-5.2,-8.2,-9.6,-0.8,-3.25,-5.8,-7.2,-9.65,3573.05,,,3573.05,,,,,,,,,,,1104.573333,1028.333333,9.08,14.28,3.88,250,240,,,19.9,26.8,,DuPage County,2013-01-01T00:00:00,2013
,,,100,70,14,,,,,,,,5,,1,,,,63.5,,,,,,,,,,,,,3188.7,,,3188.7,,,,,,,,,,,1016.75,,,,,,,,,,,,Edgar County,2013-01-01T00:00:00,2013
,615,615,107.75,70.25,14,21,6,0,140,31,166,25,3.333333333,,8.5,-16.7,152,152,78.25,37.2,,-2.2,-2.2,-5.6,-9.4,-9.4,-1.1,-3.3,-5,-7.8,-8.9,3026.2,,,3026.2,,,,,,,,,,,1170.725,339,11.31,17.16,5.45,,,,,,,,Effingham County,2013-01-01T00:00:00,2013
,587.2,587.2,105,67,12,31,6,0,146,37,162,24,52,,24,-16.7,229,191,92.5,36.7,,-2.2,-2.2,-4.4,-9.4,-9.4,0,-2.8,-4.4,-8.3,-10,3097.8,,,3097.8,,,,,,,,,,,1072,568,10.91,16.69,5.14,,,,,,,,Fayette County,2013-01-01T00:00:00,2013
,,,96,60,4,,,,,54,157,12,,,,,,,50.8,35,,,,,,,,,,,,3601.9,,,3601.9,,,,,,,,,,,724.3,,,15.02,,,,,,,,,Ford County,2013-01-01T00:00:00,2013
,,,,,,,,,,,,,3,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franklin County,2013-01-01T00:00:00,2013
,,,77.33333333,49.66666667,10,,3,,,,,,4.5,,5.333333333,,,114,62.83333333,,,,,,,,,,,,,,,,,,,,,,,,,,,854.0666667,271,,,,,,,,,,,Fulton County,2013-01-01T00:00:00,2013
,568.9,568.9,115,71.5,10,29,4,0,141,40,158,20,16,,20,-17.2,254,244,76.95,36.1,,0,-7.2,-7.2,-7.2,-9.4,0,-2.2,-7.8,-7.8,-9.4,3141.7,,,3141.7,,,,,,,,,,,1083.75,681,10.63,16.31,4.95,,,,,,,,Greene County,2013-01-01T00:00:00,2013
,554.6,554.6,130.75,67,8.75,33,9,8,142,54,149,18,3.5,,3,-21.7,178,155,85.075,36.1,,-2.8,-2.8,-6.1,-7.2,-12.2,-0.6,-4.4,-4.4,-6.7,-9.4,3465.3,,,3465.3,,,,,,,,,,,987.125,640,9.73,14.98,4.49,,,,,,,,Grundy County,2013-01-01T00:00:00,2013
,618.6333333,618.6333333,98.83333333,64,9.5,42.66666667,12.8,4,141.6666667,44,155,28.5,9,,18,-20.56666667,220,218.4,131.35,38.9,,-0.566666667,-6.3,-8.533333333,-8.533333333,-9.466666667,-0.933333333,-3.866666667,-5.366666667,-7.8,-10,3289.4,,,3289.4,,,,,,,,,,,1031.45,928.6,10.32333333,15.87,4.73,,,,,,,,Hancock County,2013-01-01T00:00:00,2013
